,Product Name,Month,Year,Channel,Sub-channel,Sales
16072,Dantolac Pazocor,July,2018,Pharmacy,Institution,161840.0
7715,Amlominphen Dexanovate,June,2019,Pharmacy,Retail,161840.0
29048,Malavirine Alimdine,May,2018,Hospital,Government,161837.0
19636,Epzipitant,December,2018,Pharmacy,Institution,161824.0
3299,Adtiza Gammaluble,January,2018,Hospital,Private,161816.0
28276,Lovephilus,March,2019,Pharmacy,Retail,161796.0
25790,Ketastadil,June,2020,Pharmacy,Institution,161756.0
13899,Claripenem,April,2017,Pharmacy,Institution,161728.0
26579,Kiovax Tercorolac,May,2020,Hospital,Private,161728.0
44233,Xenaderal,May,2017,Hospital,Private,161720.0
39922,Tacrodomide,September,2018,Pharmacy,Retail,161700.0
6393,Alisteride Pemidizem,March,2018,Hospital,Government,161700.0
34427,Pulmofine,September,2019,Pharmacy,Retail,161680.0
2153,Acycpex,February,2019,Hospital,Government,161670.0
2276,Acycpex,September,2018,Hospital,Government,161670.0
2229,Acycpex,May,2018,Hospital,Government,161670.0
44721,Zithrotrol,February,2017,Pharmacy,Institution,161660.0
29144,Malaxolol Aeroprosyn,December,2018,Hospital,Government,161644.0
29370,Megenorphine,January,2019,Hospital,Private,161604.0
11047,Atrabicin Alkerotec,April,2018,Hospital,Government,161601.0
4153,Afretosine,October,2017,Pharmacy,Retail,161600.0
35290,Raparidol,June,2018,Pharmacy,Retail,161568.0
16344,Darlofen,October,2019,Hospital,Government,161560.0
30741,Nevanide Actozide,March,2017,Hospital,Private,161557.0
25421,Ionclotide,March,2019,Pharmacy,Retail,161536.0
24004,Immurenol Temarate,December,2017,Hospital,Government,161499.0
26968,Lactubucil,November,2018,Hospital,Private,161460.0
8545,Androporin,September,2017,Hospital,Private,161455.0
27826,Lovapur,February,2018,Hospital,Private,161443.0
42989,Trazozaprine,August,2017,Pharmacy,Retail,161424.0
10576,Asparathasone Unipan,June,2020,Hospital,Government,161415.0
40161,Tesnorphine Silotamine,December,2019,Pharmacy,Institution,161414.0
24561,Interfeferon Aspipex,August,2018,Hospital,Government,161408.0
10687,Aspinavir Silovance,August,2019,Pharmacy,Retail,161406.0
43540,Vibratosine Alemtrace,April,2017,Pharmacy,Institution,161400.0
43709,Vibratosine Alemtrace,October,2020,Pharmacy,Institution,161400.0
32106,Pazofenac,November,2017,Pharmacy,Institution,161376.0
2980,Adriacaine,May,2017,Pharmacy,Institution,161367.0
20039,Exexone,February,2019,Pharmacy,Retail,161325.0
26303,Kinovatol,February,2018,Hospital,Private,161320.0
42072,Topitaine,February,2018,Hospital,Government,161304.0
41245,Theopril,October,2020,Pharmacy,Institution,161280.0
25669,Ketamara Evogel,September,2018,Hospital,Government,161216.0
20974,Fentatrol Rapatelase,February,2017,Hospital,Private,161216.0
37852,Solasteride,April,2019,Hospital,Government,161200.0
12235,Brimorix Amonine,February,2017,Pharmacy,Retail,161190.0
36026,Requimadin,July,2017,Hospital,Government,161160.0
30955,Nisorase,May,2018,Pharmacy,Retail,161130.0
4588,Aggretisol,August,2019,Hospital,Private,161130.0
15776,Cyclovital,October,2019,Hospital,Private,161126.0
20709,Factolamide,October,2017,Pharmacy,Retail,161115.0
8342,Ampysin,October,2018,Hospital,Private,161109.0
40294,Tesnorphine Silotamine,September,2017,Hospital,Government,161095.0
25945,Kinenadryl,January,2020,Hospital,Government,161092.0
34696,Quiniprosyn,January,2020,Hospital,Private,161090.0
16720,Decidenu Galantrigine,October,2017,Pharmacy,Retail,161070.0
29106,Malavirine Alimdine,September,2020,Pharmacy,Institution,161070.0
37159,Secrelazine Insonamic,January,2018,Pharmacy,Retail,161008.0
37491,Sevotrana Tiafoxin,August,2019,Pharmacy,Retail,161000.0
33192,Primatate Univatol,July,2020,Hospital,Government,160992.0
12704,Cephovelam,May,2019,Pharmacy,Retail,160974.0
12690,Cephovelam,March,2020,Hospital,Private,160974.0
40838,Tetratanyl,November,2017,Pharmacy,Retail,160965.0
18868,Effidomide Evofribrate,August,2020,Hospital,Government,160956.0
9677,Apronazol,October,2017,Pharmacy,Retail,160952.0
8656,Angioparin Brimosumab,June,2017,Hospital,Government,160952.0
21931,Fosinofen,February,2018,Pharmacy,Institution,160930.0
25405,Ionclotide,June,2019,Pharmacy,Retail,160905.0
25391,Ionclotide,July,2020,Hospital,Government,160905.0
26912,Lactubucil,July,2020,Hospital,Private,160875.0
44335,Xenaminphen,December,2019,Hospital,Private,160875.0
39083,Symbisine Prednimadin,June,2019,Hospital,Government,160816.0
23871,Imiformin Transmunex,July,2019,Pharmacy,Retail,160800.0
12288,Brimorix Amonine,June,2019,Hospital,Government,160792.0
42814,Trazobalamin,December,2018,Hospital,Government,160782.0
12025,Biotasol Siloderm,August,2020,Pharmacy,Institution,160763.0
31276,Oxymotroban Fexoformin,January,2020,Hospital,Government,160758.0
29869,Methiclotide,April,2017,Hospital,Private,160758.0
30824,Nisorase,April,2018,Hospital,Government,160737.0
38584,Sucprine Specbalamin,October,2020,Hospital,Private,160706.0
11747,Betanem,May,2018,Pharmacy,Institution,160693.0
9105,Antilamin Clinbital,October,2018,Hospital,Private,160688.0
21468,Finanel,October,2017,Pharmacy,Retail,160680.0
35924,Relenvice,October,2019,Pharmacy,Institution,160650.0
12475,Ceftatana Serolamide,June,2017,Pharmacy,Retail,160650.0
35902,Relenvice,November,2018,Hospital,Government,160650.0
10605,Asparathasone Unipan,May,2019,Hospital,Private,160650.0
35935,Relenvice,September,2018,Hospital,Private,160650.0
17342,Diaxolol,August,2018,Pharmacy,Retail,160650.0
6911,Alpradipine,February,2020,Pharmacy,Retail,160645.0
20020,Exexone,December,2019,Hospital,Government,160608.0
23069,Hydroxyprosyn,February,2017,Pharmacy,Retail,160600.0
33644,Proprabax,October,2018,Hospital,Government,160576.0
40902,Thalilamide,August,2018,Hospital,Government,160515.0
10315,Arivac,December,2018,Pharmacy,Retail,160461.0
4990,Albudazole Erobloc,December,2020,Hospital,Private,160455.0
41987,Topipizole,November,2020,Pharmacy,Retail,160448.0
37449,Sevoderm,September,2017,Hospital,Government,160446.0
9264,Aprerase,May,2018,Hospital,Private,160446.0
39877,Tacrodomide,May,2019,Pharmacy,Institution,160440.0
36143,Ribabyclor,April,2018,Hospital,Private,160398.0
36175,Ribabyclor,December,2018,Hospital,Private,160398.0
27061,Lansopril Acribax,February,2017,Pharmacy,Retail,160392.0
35403,Rebedase Aplencor,August,2019,Hospital,Private,160380.0
18943,Effidomide Evofribrate,June,2018,Pharmacy,Retail,160344.0
34182,Pulmodiol Adalaxime,May,2018,Hospital,Government,160325.0
13525,Ciclonazol,April,2019,Pharmacy,Retail,160325.0
26711,Lacoplex Hyaluvance,July,2017,Pharmacy,Institution,160320.0
13144,Choriogestrel,April,2019,Pharmacy,Institution,160314.0
34361,Pulmofine,March,2019,Hospital,Private,160304.0
28998,Malavirine Alimdine,July,2017,Pharmacy,Institution,160303.0
23748,Imiderm Vibranovate,November,2020,Pharmacy,Retail,160290.0
44397,Xenaminphen,June,2019,Hospital,Government,160290.0
34,Abatatriptan,December,2017,Pharmacy,Institution,160272.0
42028,Topitaine,April,2019,Hospital,Government,160270.0
19783,Epzipitant,September,2019,Hospital,Private,160268.0
15408,Cortirodine Alimcline,September,2018,Pharmacy,Institution,160256.0
25771,Ketastadil,July,2019,Pharmacy,Retail,160230.0
7333,Amavirase,June,2019,Pharmacy,Institution,160223.0
7322,Amavirase,July,2020,Pharmacy,Retail,160223.0
39160,Symbisine Prednimadin,September,2018,Pharmacy,Institution,160208.0
45476,Zyvance,December,2020,Hospital,Private,160208.0
39100,Symbisine Prednimadin,March,2019,Hospital,Private,160208.0
21186,Feruprazole,January,2018,Pharmacy,Retail,160195.0
35796,Relenvice,December,2018,Pharmacy,Institution,160191.0
7669,Amlominphen Dexanovate,February,2020,Hospital,Government,160174.0
14589,Clinolan Pitoletra,March,2019,Pharmacy,Retail,160160.0
23154,Hydroxyprosyn,May,2019,Hospital,Government,160160.0
44681,Zithrotrol,April,2019,Pharmacy,Institution,160153.0
29274,Malaxolol Aeroprosyn,October,2018,Pharmacy,Retail,160138.0
8553,Androporin,September,2019,Hospital,Private,160137.0
5940,Alglutriptan,December,2020,Hospital,Private,160132.0
20027,Exexone,December,2020,Pharmacy,Retail,160130.0
31179,Novakyn Tracprox,October,2019,Pharmacy,Institution,160128.0
20566,Factolamide,August,2017,Hospital,Government,160080.0
43996,Victomine,July,2017,Hospital,Government,160035.0
42888,Trazobalamin,June,2020,Pharmacy,Institution,160020.0
43112,Trazozaprine,May,2020,Pharmacy,Retail,160008.0
25278,Invisteride Diclomycin,October,2019,Pharmacy,Retail,160008.0
3352,Adtiza Gammaluble,March,2019,Pharmacy,Institution,160008.0
45375,Zynosine,May,2018,Pharmacy,Retail,159988.0
38186,Spiroderall,November,2019,Hospital,Private,159985.0
4026,Afretosine,December,2018,Hospital,Government,159984.0
4113,Afretosine,March,2019,Pharmacy,Retail,159984.0
1470,Aciprex,May,2019,Pharmacy,Retail,159980.0
19485,Eproline,January,2020,Hospital,Government,159900.0
33050,Primapion,May,2020,Hospital,Private,159900.0
22249,Ganineva Agenium,September,2019,Hospital,Private,159900.0
5106,Albudazole Erobloc,October,2017,Pharmacy,Institution,159892.0
12592,Cephovelam,August,2019,Hospital,Private,159890.0
35663,Relenstrel Exurabine,July,2020,Pharmacy,Retail,159848.0
31172,Novakyn Tracprox,October,2017,Pharmacy,Retail,159840.0
11885,Bexridol,July,2017,Hospital,Private,159840.0
42666,Travosoline Capolac,January,2020,Hospital,Private,159820.0
27937,Lovapur,October,2018,Hospital,Private,159790.0
24677,Interfeferon Aspipex,May,2019,Hospital,Government,159744.0
27731,Liomulin,November,2018,Hospital,Government,159740.0
26917,Lactubucil,June,2017,Pharmacy,Institution,159705.0
17159,Dexmeprazole Transnuvia,August,2020,Hospital,Government,159660.0
3925,Afluferon Entrarenone,March,2020,Pharmacy,Institution,159640.0
17891,Diprotaine,April,2017,Hospital,Government,159636.0
37147,Secrelazine Insonamic,February,2019,Pharmacy,Retail,159620.0
37102,Secrelazine Insonamic,April,2020,Hospital,Private,159620.0
44578,Zarostral,July,2020,Pharmacy,Retail,159612.0
8660,Angioparin Brimosumab,June,2018,Hospital,Government,159588.0
5592,Alemtuvatol Megalinum,January,2020,Hospital,Private,159588.0
16885,Dexacilin Triline,May,2019,Hospital,Government,159573.0
13388,Choriotrisin,January,2017,Pharmacy,Institution,159570.0
26561,Kiovax Tercorolac,March,2019,Pharmacy,Retail,159562.0
1393,Aciprex,February,2020,Pharmacy,Institution,159559.0
39996,Temasone Thiobucil,January,2017,Hospital,Private,159542.0
30431,Morphizolid Tianalin,September,2019,Hospital,Private,159530.0
29573,Menogine,July,2018,Hospital,Government,159530.0
35977,Requimadin,August,2020,Pharmacy,Retail,159528.0
16023,Dantolac Pazocor,December,2018,Hospital,Private,159528.0
13010,Ceretosine,January,2017,Pharmacy,Retail,159495.0
43771,Victomax,December,2020,Hospital,Private,159488.0
43739,Victomax,April,2020,Hospital,Government,159488.0
8541,Androporin,October,2020,Hospital,Private,159478.0
8498,Androporin,May,2017,Pharmacy,Institution,159478.0
44756,Zithrotrol,July,2018,Pharmacy,Institution,159468.0
42385,Tracdomide,September,2017,Pharmacy,Institution,159468.0
28234,Lovephilus,July,2017,Hospital,Private,159468.0
36518,Robapril,September,2020,Pharmacy,Institution,159456.0
35574,Relenstrel Exurabine,April,2018,Pharmacy,Institution,159424.0
33062,Primapion,November,2019,Hospital,Private,159408.0
28418,Lovepion,January,2019,Hospital,Private,159392.0
29886,Methiclotide,August,2017,Pharmacy,Institution,159384.0
29901,Methiclotide,December,2017,Hospital,Private,159384.0
44034,Victomine,March,2018,Pharmacy,Institution,159330.0
11586,Benzoprox,October,2017,Pharmacy,Institution,159324.0
34749,Quiniprosyn,May,2017,Pharmacy,Retail,159310.0
16736,Decidenu Galantrigine,September,2017,Pharmacy,Retail,159300.0
11363,Belavarix Benzabicin,May,2017,Pharmacy,Retail,159296.0
17009,Dexmebital Acanplan,January,2018,Hospital,Private,159290.0
41032,Thalilamide,November,2018,Pharmacy,Retail,159285.0
13300,Choriogestrel,October,2019,Pharmacy,Institution,159273.0
12128,Biotasol Siloderm,May,2018,Pharmacy,Institution,159271.0
1561,Aclonuma,December,2018,Pharmacy,Institution,159264.0
14556,Clinolan Pitoletra,July,2019,Pharmacy,Institution,159250.0
7323,Amavirase,June,2017,Hospital,Government,159249.0
45259,Zynosine,August,2017,Pharmacy,Institution,159248.0
30737,Nevanide Actozide,June,2020,Hospital,Private,159238.0
30641,Nevanide Actozide,April,2020,Hospital,Private,159238.0
38733,Sumanazole,May,2017,Pharmacy,Institution,159229.0
2930,Adriacaine,July,2017,Hospital,Government,159201.0
44586,Zarostral,June,2018,Pharmacy,Retail,159189.0
31663,Panpion,July,2017,Pharmacy,Retail,159160.0
13066,Ceretosine,March,2019,Pharmacy,Retail,159152.0
17144,Dexmeprazole Transnuvia,April,2020,Hospital,Private,159120.0
22196,Ganineva Agenium,May,2018,Hospital,Government,159120.0
35972,Requimadin,August,2019,Pharmacy,Institution,159120.0
25112,Invisteride Diclomycin,April,2017,Hospital,Private,159104.0
25570,Ketamara Evogel,July,2017,Hospital,Private,159104.0
26261,Kinovatol,April,2019,Pharmacy,Institution,159100.0
40036,Temasone Thiobucil,June,2019,Pharmacy,Institution,159060.0
22441,Halcifergen Nevazone,September,2020,Hospital,Government,159040.0
25357,Ionclotide,February,2019,Pharmacy,Institution,159012.0
9367,Apromin,December,2020,Hospital,Private,159000.0
7156,Amamadin,March,2019,Hospital,Government,158999.0
29803,Metapatch,March,2020,Hospital,Government,158994.0
41095,Theopril,August,2018,Pharmacy,Institution,158976.0
41161,Theopril,July,2019,Hospital,Government,158976.0
37093,Secrelazine Insonamic,April,2018,Hospital,Government,158926.0
30023,Methiclotide,November,2020,Pharmacy,Institution,158926.0
543,Abobozolid,October,2017,Pharmacy,Retail,158925.0
44107,Xenaderal,April,2017,Pharmacy,Institution,158921.0
8565,Angioparin Brimosumab,April,2018,Hospital,Private,158906.0
43743,Victomax,August,2017,Hospital,Government,158865.0
11719,Betanem,June,2019,Pharmacy,Institution,158860.0
11790,Betanem,September,2017,Hospital,Private,158860.0
11704,Betanem,July,2019,Pharmacy,Retail,158860.0
21167,Feruprazole,February,2017,Pharmacy,Retail,158815.0
29611,Menogine,March,2019,Pharmacy,Institution,158788.0
30358,Morphizolid Tianalin,March,2017,Hospital,Government,158788.0
32271,Penitrana,March,2019,Hospital,Private,158773.0
17541,Diazemid Felcept,December,2017,Hospital,Government,158767.0
6557,Allomenda,July,2019,Hospital,Government,158762.0
10336,Arivac,February,2020,Hospital,Government,158760.0
13610,Ciclonazol,June,2017,Hospital,Government,158752.0
26000,Kinenadryl,May,2017,Pharmacy,Retail,158746.0
23777,Imiderm Vibranovate,September,2020,Hospital,Government,158730.0
43705,Vibratosine Alemtrace,October,2019,Hospital,Private,158710.0
38578,Sucprine Specbalamin,October,2018,Pharmacy,Retail,158704.0
38716,Sumanazole,March,2017,Hospital,Private,158700.0
38747,Sumanazole,November,2017,Hospital,Government,158700.0
38718,Sumanazole,March,2017,Pharmacy,Retail,158700.0
21177,Feruprazole,February,2020,Pharmacy,Institution,158700.0
9747,Aquamycin Lacoran,December,2019,Pharmacy,Retail,158700.0
10772,Aspinavir Silovance,March,2017,Hospital,Government,158661.0
25196,Invisteride Diclomycin,July,2019,Hospital,Government,158652.0
25234,Invisteride Diclomycin,March,2020,Pharmacy,Retail,158652.0
5961,Alglutriptan,January,2017,Pharmacy,Institution,158627.0
21900,Fosinofen,August,2018,Pharmacy,Retail,158620.0
21969,Fosinofen,July,2020,Hospital,Government,158620.0
17037,Dexmebital Acanplan,June,2017,Hospital,Private,158610.0
37984,Solasteride,May,2020,Hospital,Private,158600.0
42594,Travosoline Capolac,April,2018,Hospital,Private,158600.0
32264,Penitrana,March,2017,Pharmacy,Institution,158594.0
13180,Choriogestrel,December,2020,Pharmacy,Retail,158579.0
32886,Presetron,October,2019,Hospital,Government,158544.0
12051,Biotasol Siloderm,February,2019,Hospital,Private,158525.0
8785,Antaparin Varizyme,December,2017,Pharmacy,Retail,158517.0
24182,Insozyme,August,2018,Hospital,Private,158510.0
24163,Insozyme,April,2017,Pharmacy,Institution,158510.0
11610,Benzoprox,September,2019,Pharmacy,Retail,158472.0
31640,Panpion,February,2019,Pharmacy,Retail,158468.0
30706,Nevanide Actozide,January,2020,Pharmacy,Institution,158465.0
14989,Comzyme,May,2020,Hospital,Private,158460.0
31173,Novakyn Tracprox,October,2018,Hospital,Government,158400.0
4228,Agalsiline,December,2020,Pharmacy,Institution,158400.0
25638,Ketamara Evogel,November,2018,Hospital,Private,158400.0
13699,Ciclonazol,September,2019,Hospital,Private,158389.0
13414,Choriotrisin,July,2020,Hospital,Government,158388.0
39165,Symbisine Prednimadin,September,2019,Pharmacy,Retail,158384.0
42293,Tracdomide,July,2018,Hospital,Government,158372.0
17385,Diaxolol,January,2017,Pharmacy,Retail,158355.0
22420,Halcifergen Nevazone,October,2018,Pharmacy,Retail,158330.0
5903,Alglutriptan,April,2019,Hospital,Government,158326.0
6011,Alglutriptan,March,2018,Hospital,Government,158326.0
6767,Alpharolac,June,2020,Hospital,Government,158301.0
10097,Argalazine Abostryl,April,2019,Pharmacy,Retail,158256.0
19929,Ergomethate,May,2020,Hospital,Government,158248.0
37570,Sevotrana Tiafoxin,June,2019,Pharmacy,Institution,158240.0
20916,Fentalac,September,2018,Hospital,Private,158208.0
28867,Magneprex,May,2020,Hospital,Private,158202.0
25261,Invisteride Diclomycin,November,2019,Pharmacy,Institution,158200.0
10375,Arivac,June,2017,Pharmacy,Retail,158193.0
3917,Afluferon Entrarenone,March,2018,Pharmacy,Institution,158184.0
10923,Atomorelin,January,2018,Pharmacy,Retail,158175.0
43640,Vibratosine Alemtrace,June,2018,Pharmacy,Retail,158172.0
194,Abilovir Aprotasol,April,2017,Pharmacy,Institution,158172.0
24017,Immurenol Temarate,December,2020,Hospital,Private,158166.0
21754,Formolovir Amanferon,January,2018,Hospital,Government,158148.0
31852,Paronium Atracustone,July,2017,Pharmacy,Retail,158148.0
13962,Claripenem,January,2017,Hospital,Private,158144.0
31125,Novakyn Tracprox,March,2017,Pharmacy,Retail,158112.0
40061,Temasone Thiobucil,May,2017,Pharmacy,Retail,158096.0
24633,Interfeferon Aspipex,July,2020,Hospital,Government,158080.0
39123,Symbisine Prednimadin,November,2017,Hospital,Private,158080.0
31975,Pazofenac,April,2020,Pharmacy,Institution,158055.0
28,Abatatriptan,August,2020,Hospital,Government,158046.0
4433,Aggrakine,February,2020,Pharmacy,Institution,158014.0
30048,Methiclotide,September,2018,Pharmacy,Retail,158010.0
9827,Aquamycin Lacoran,March,2020,Hospital,Government,158010.0
29996,Methiclotide,May,2017,Pharmacy,Retail,158010.0
21422,Finanel,March,2018,Hospital,Private,158002.0
34636,Quiniprosyn,August,2017,Hospital,Government,157975.0
10032,Araxetine,May,2019,Pharmacy,Institution,157950.0
19604,Epzipitant,April,2018,Hospital,Private,157934.0
27580,Lioletine Refliruvax,September,2019,Pharmacy,Retail,157905.0
11504,Benzoprox,July,2017,Hospital,Government,157904.0
18633,Doxivorin,October,2020,Pharmacy,Institution,157896.0
43105,Trazozaprine,May,2019,Hospital,Government,157884.0
18802,Duraprazole Agalsixolol,November,2019,Hospital,Private,157875.0
16405,Dasagestin,December,2018,Pharmacy,Institution,157874.0
6216,Alimmethate Insudase,May,2017,Pharmacy,Retail,157872.0
34450,Pulmogen Alitora,August,2017,Pharmacy,Retail,157868.0
1557,Aclonuma,December,2017,Pharmacy,Institution,157842.0
31031,Novakyn Tracprox,August,2017,Pharmacy,Retail,157824.0
42478,Travoloride,July,2017,Hospital,Government,157785.0
14781,Cogxone Levanide,March,2020,Hospital,Government,157780.0
13039,Ceretosine,June,2017,Hospital,Government,157780.0
14163,Clindaracil,January,2020,Hospital,Private,157776.0
3331,Adtiza Gammaluble,June,2018,Hospital,Private,157748.0
41739,Topifribrate,June,2018,Hospital,Government,157734.0
28240,Lovephilus,July,2018,Pharmacy,Retail,157722.0
26758,Lacoplex Hyaluvance,May,2017,Pharmacy,Institution,157648.0
28910,Magneprex,September,2019,Hospital,Government,157641.0
35350,Raparidol,October,2017,Pharmacy,Retail,157641.0
10405,Arivac,May,2017,Hospital,Private,157626.0
38471,Sucprine Specbalamin,February,2020,Hospital,Government,157612.0
20871,Fentalac,May,2018,Pharmacy,Institution,157590.0
17442,Diaxolol,March,2020,Hospital,Government,157590.0
7074,Amamadin,December,2018,Hospital,Private,157573.0
24065,Immurenol Temarate,July,2020,Pharmacy,Retail,157560.0
33958,Propratecan,June,2017,Pharmacy,Retail,157542.0
17632,Diazemid Felcept,March,2019,Pharmacy,Retail,157541.0
27414,Lioletine Refliruvax,August,2018,Hospital,Private,157470.0
26522,Kiovax Tercorolac,July,2018,Hospital,Government,157396.0
40781,Tetratanyl,July,2019,Pharmacy,Institution,157388.0
40808,Tetratanyl,March,2018,Hospital,Private,157388.0
21810,Formolovir Amanferon,March,2020,Hospital,Government,157384.0
18550,Doxivorin,July,2019,Hospital,Government,157380.0
38179,Spiroderall,November,2017,Pharmacy,Institution,157373.0
9007,Antilamin Clinbital,January,2017,Pharmacy,Retail,157368.0
26948,Lactubucil,May,2017,Hospital,Private,157365.0
32253,Penitrana,June,2018,Pharmacy,Retail,157341.0
9837,Aquamycin Lacoran,May,2018,Pharmacy,Institution,157320.0
30589,Neuropogen Empibax,November,2019,Hospital,Government,157300.0
2497,Adideine,August,2018,Pharmacy,Institution,157296.0
3131,Adriafinil Ehtymara,July,2019,Pharmacy,Institution,157290.0
1896,Acubulin,September,2018,Pharmacy,Institution,157290.0
35197,Raparidol,April,2019,Pharmacy,Institution,157267.0
24109,Immurenol Temarate,May,2019,Pharmacy,Retail,157257.0
17084,Dexmebital Acanplan,November,2017,Hospital,Government,157250.0
26394,Kinovatol,November,2017,Pharmacy,Institution,157250.0
29699,Metapatch,August,2017,Pharmacy,Institution,157242.0
17729,Diprolimus,August,2020,Pharmacy,Institution,157232.0
42057,Topitaine,December,2018,Hospital,Private,157168.0
39112,Symbisine Prednimadin,May,2018,Hospital,Private,157168.0
38687,Sumanazole,July,2018,Hospital,Government,157113.0
12962,Ceretosine,August,2017,Pharmacy,Institution,157094.0
21005,Fentatrol Rapatelase,July,2017,Hospital,Government,157094.0
35234,Raparidol,December,2020,Pharmacy,Retail,157080.0
15133,Cordamectin Actolamin,June,2017,Hospital,Government,157076.0
14574,Clinolan Pitoletra,June,2020,Hospital,Government,157040.0
39626,Syntheruvax Proracin,January,2020,Hospital,Government,157036.0
2882,Adriacaine,December,2017,Hospital,Government,157035.0
20211,Exotropin Empizine,December,2019,Hospital,Private,157000.0
20179,Exotropin Empizine,April,2018,Pharmacy,Retail,157000.0
10206,Argalazine Abostryl,March,2019,Hospital,Government,157000.0
25629,Ketamara Evogel,May,2020,Hospital,Government,156992.0
42954,Trazobalamin,September,2017,Hospital,Government,156972.0
16656,Decidenu Galantrigine,June,2017,Pharmacy,Retail,156940.0
11378,Belavarix Benzabicin,November,2017,Pharmacy,Institution,156938.0
8689,Angioparin Brimosumab,May,2017,Hospital,Private,156860.0
7628,Amlominphen Dexanovate,August,2017,Pharmacy,Retail,156842.0
9296,Aprerase,October,2018,Hospital,Private,156816.0
29686,Metapatch,April,2018,Hospital,Private,156804.0
14010,Claripenem,March,2017,Hospital,Private,156800.0
26978,Lactubucil,November,2020,Pharmacy,Retail,156780.0
26857,Lactubucil,December,2018,Hospital,Private,156780.0
28008,Lovavatol Azelavarix,December,2020,Hospital,Government,156774.0
17948,Diprotaine,February,2019,Pharmacy,Institution,156774.0
3180,Adriafinil Ehtymara,May,2019,Pharmacy,Retail,156755.0
15154,Cordamectin Actolamin,March,2018,Hospital,Private,156709.0
38443,Sucprine Specbalamin,August,2020,Pharmacy,Retail,156702.0
30585,Neuropogen Empibax,November,2018,Hospital,Government,156695.0
41242,Theopril,October,2019,Pharmacy,Retail,156672.0
23103,Hydroxyprosyn,July,2018,Hospital,Private,156640.0
31340,Oxymotroban Fexoformin,May,2020,Hospital,Private,156636.0
7607,Amcibax Amcikeran,September,2020,Pharmacy,Institution,156629.0
2642,Adideine,October,2018,Pharmacy,Retail,156618.0
1400,Aciprex,January,2018,Hospital,Private,156612.0
1957,Acycnafine Microvate,February,2017,Pharmacy,Retail,156604.0
10063,Araxetine,October,2019,Hospital,Private,156600.0
30283,Morphizolid Tianalin,December,2018,Hospital,Government,156562.0
20484,Factofribrate,March,2020,Pharmacy,Institution,156519.0
10580,Asparathasone Unipan,March,2017,Hospital,Government,156519.0
5102,Albudazole Erobloc,November,2020,Pharmacy,Institution,156514.0
1563,Aclonuma,December,2019,Hospital,Government,156420.0
5709,Algluconium Dorzofoxin,April,2018,Hospital,Government,156416.0
25881,Kinenadryl,April,2019,Pharmacy,Institution,156400.0
22183,Ganineva Agenium,March,2018,Pharmacy,Retail,156390.0
19757,Epzipitant,November,2020,Pharmacy,Retail,156378.0
38561,Sucprine Specbalamin,November,2018,Pharmacy,Institution,156338.0
16386,Dasagestin,August,2017,Pharmacy,Retail,156330.0
27671,Liomulin,July,2018,Pharmacy,Institution,156310.0
43516,Veratorol Ciclovatol,October,2019,Pharmacy,Institution,156310.0
14864,Comzyme,August,2017,Hospital,Government,156294.0
25545,Ketamara Evogel,February,2018,Pharmacy,Retail,156288.0
25495,Ketamara Evogel,April,2018,Hospital,Private,156288.0
21128,Feruprazole,April,2020,Hospital,Government,156285.0
20684,Factolamide,May,2019,Pharmacy,Institution,156285.0
36473,Robapril,November,2017,Hospital,Private,156285.0
25087,Interzide,October,2018,Pharmacy,Retail,156240.0
21861,Formolovir Amanferon,September,2017,Hospital,Government,156238.0
9519,Apronazol,April,2018,Hospital,Private,156232.0
18182,Docstryl Rivacin,June,2018,Pharmacy,Institution,156222.0
3182,Adriafinil Ehtymara,May,2020,Hospital,Private,156220.0
42866,Trazobalamin,July,2019,Hospital,Government,156210.0
40898,Thalilamide,August,2017,Hospital,Government,156210.0
22319,Halcifergen Nevazone,January,2017,Pharmacy,Institution,156200.0
22332,Halcifergen Nevazone,January,2020,Pharmacy,Retail,156200.0
8423,Androporin,February,2018,Pharmacy,Institution,156183.0
31230,Oxymotroban Fexoformin,August,2020,Pharmacy,Institution,156178.0
40373,Testant,February,2020,Pharmacy,Retail,156160.0
30744,Nevanide Actozide,March,2018,Hospital,Government,156146.0
35215,Raparidol,August,2020,Hospital,Government,156145.0
26407,Kinovatol,November,2020,Pharmacy,Retail,156140.0
5241,Albuterenone,June,2019,Pharmacy,Retail,156128.0
3963,Afluferon Entrarenone,October,2018,Hospital,Private,156104.0
918,Abtasol,November,2020,Pharmacy,Institution,156078.0
19104,Effigine Propraprex,January,2019,Pharmacy,Retail,156078.0
21249,Feruprazole,May,2018,Pharmacy,Retail,156055.0
41830,Topipizole,April,2017,Hospital,Private,156032.0
11367,Belavarix Benzabicin,May,2018,Pharmacy,Retail,156021.0
22180,Ganineva Agenium,March,2018,Hospital,Government,156000.0
19465,Eproline,February,2019,Hospital,Government,156000.0
6269,Alimmethate Insudase,September,2019,Hospital,Government,156000.0
26733,Lacoplex Hyaluvance,June,2019,Hospital,Government,155978.0
17838,Diprolimus,May,2019,Pharmacy,Retail,155964.0
15884,Dantocept Ferurenone,July,2018,Pharmacy,Retail,155956.0
15824,Dantocept Ferurenone,August,2019,Hospital,Private,155956.0
26584,Kiovax Tercorolac,November,2017,Pharmacy,Institution,155952.0
20624,Factolamide,January,2020,Hospital,Private,155940.0
2516,Adideine,December,2019,Hospital,Private,155940.0
