,Product Name,Year,Month,Sales
10034,Tacrodomide,2017,December,488040.0
222,Abtasol,2019,June,487838.0
5200,Factolamide,2018,January,487830.0
11483,Zyvance,2017,September,487407.0
1748,Alpradipine,2018,May,487275.0
10256,Tetalamide,2019,May,487190.0
3736,Cogxone Levanide,2020,January,487060.0
1291,Albudazole Erobloc,2020,March,486995.0
7880,Oxymotroban Fexoformin,2017,May,486854.0
2393,Apromin,2020,July,486750.0
1240,Alarudin Azarolac,2020,January,486486.0
6047,Imiformin Transmunex,2020,September,486400.0
10410,Theopril,2020,June,486144.0
7584,Microroban Afatigomar,2017,April,486126.0
8822,Quixitriptan Alanesin,2020,December,486008.0
2387,Apromin,2019,September,486000.0
6348,Invisteride Diclomycin,2018,April,485900.0
5680,Halciramine,2018,January,485892.0
5272,Fentalac,2020,January,485748.0
8949,Rebedase Aplencor,2018,November,485640.0
8915,Raparidol,2019,September,485078.0
4670,Doxivorin,2018,December,485040.0
9144,Ribabyclor,2019,April,484946.0
799,Adriafinil Ehtymara,2019,March,484710.0
5712,Hemavate Spirolinum,2017,April,484680.0
965,Afluferon Entrarenone,2017,July,484640.0
8934,Rebedase Aplencor,2017,June,484380.0
9868,Symbisine Prednimadin,2019,January,484272.0
7600,Microroban Afatigomar,2018,January,484214.0
28,Abatatriptan,2019,January,483784.0
8998,Relenstrel Exurabine,2018,October,483784.0
89,Abilovir Aprotasol,2020,July,483662.0
7783,Nisorase,2017,March,482997.0
4628,Dorzovorin Pentadarone,2018,May,482980.0
3545,Claripenem,2020,July,482944.0
9008,Relenstrel Exurabine,2019,May,482936.0
10301,Tetratanyl,2019,July,482895.0
10348,Thalilamide,2019,January,482775.0
10149,Tesnorphine Silotamine,2018,November,482647.0
11515,Zyvance,2020,March,482562.0
6926,Lioletine Refliruvax,2018,December,482415.0
8259,Presetron,2017,February,482328.0
8669,Pulmofine,2019,July,482288.0
6999,Liomulin,2020,February,482160.0
351,Aciprex,2018,February,482045.0
2904,Benzoprox,2019,April,481948.0
3808,Cordamectin Actolamin,2018,January,481871.0
2018,Ampinonide,2017,December,481616.0
1966,Amlominphen Dexanovate,2020,October,481593.0
388,Aclonuma,2017,January,481584.0
11118,Victomine,2019,June,481515.0
2932,Betanem,2017,January,481468.0
9931,Symbitrim,2020,March,481328.0
9731,Sucprine Specbalamin,2019,September,481208.0
7265,Magneprex,2018,July,481151.0
4333,Dexmeprazole Transnuvia,2018,August,481140.0
220,Abtasol,2019,January,481052.0
7509,Metapatch,2018,November,480924.0
1026,Afretosine,2018,June,480760.0
7240,Magnemunex,2020,January,480233.0
8329,Primapion,2019,August,480192.0
4158,Dasagestin,2019,June,480184.0
11386,Zonixamine Immulinum,2017,October,480078.0
80,Abilovir Aprotasol,2019,May,479896.0
10250,Tetalamide,2019,December,479880.0
10366,Thalilamide,2020,October,479700.0
10505,Tiaracil,2020,July,479682.0
10916,Ultrimax Ultriset,2018,May,479627.0
8186,Pentastrin,2019,December,479605.0
2484,Aquamycin Lacoran,2020,April,479550.0
6621,Kinerinex,2020,November,479427.0
4149,Dasagestin,2018,November,479412.0
6222,Interfeferon Aspipex,2019,June,479232.0
10199,Testant,2018,September,479216.0
9044,Relenvice,2018,May,479196.0
2250,Antaparin Varizyme,2020,June,479142.0
2048,Ampinonide,2019,May,479136.0
363,Aciprex,2019,February,479098.0
8266,Presetron,2017,October,479088.0
7552,Methiclotide,2018,January,479068.0
7629,Microroban Afatigomar,2020,November,478956.0
9881,Symbisine Prednimadin,2020,July,478800.0
2061,Ampinonide,2020,November,478392.0
1501,Alglutriptan,2018,August,478289.0
4357,Dexmeprazole Transnuvia,2020,August,477900.0
3141,Ceftatana Serolamide,2018,November,477785.0
4715,Duraprazole Agalsixolol,2017,September,477750.0
1824,Amavirase,2017,April,477747.0
11401,Zonixamine Immulinum,2019,August,477694.0
6916,Lioletine Refliruvax,2017,January,477630.0
6012,Imiformin Transmunex,2018,April,477600.0
7835,Novakyn Tracprox,2017,September,477504.0
10598,Topipizole,2020,December,477296.0
10272,Tetratanyl,2017,April,477274.0
6031,Imiformin Transmunex,2019,March,477200.0
10851,Trazozaprine,2017,February,477192.0
10537,Topifribrate,2019,August,476928.0
6141,Insozyme,2020,November,476840.0
4496,Diprolimus,2019,May,476768.0
5897,Ibruferon,2020,July,476748.0
810,Adriafinil Ehtymara,2020,June,476685.0
21,Abatatriptan,2018,November,476364.0
4045,Dantolac Pazocor,2018,August,476272.0
7717,Neuropogen Empibax,2020,August,476135.0
11003,Vibratosine Alemtrace,2017,September,476130.0
3659,Clinolan Pitoletra,2017,September,476060.0
3655,Clinolan Pitoletra,2017,March,476060.0
1033,Afretosine,2019,August,475912.0
4407,Diaxolol,2020,February,475830.0
5572,Ganineva Agenium,2017,January,475800.0
3670,Clinolan Pitoletra,2018,October,475800.0
5963,Imiderm Vibranovate,2017,September,475800.0
5917,Ibrulinum,2018,August,475760.0
10093,Temasone Thiobucil,2018,August,475734.0
9325,Saprodeine Zanprosyn,2018,August,475580.0
5825,Hydroxyprosyn,2018,July,475420.0
9855,Symbisine Prednimadin,2018,February,475152.0
10262,Tetalamide,2020,December,474720.0
5790,Hepavice,2019,June,474460.0
3561,Clindaracil,2017,November,474366.0
5813,Hydroxyprosyn,2017,July,474320.0
6818,Lansopril Acribax,2017,December,474288.0
2678,Asparathasone Unipan,2020,December,474147.0
5820,Hydroxyprosyn,2018,April,474100.0
398,Aclonuma,2018,December,474000.0
986,Afluferon Entrarenone,2019,December,473824.0
4899,Eproline,2017,February,473460.0
10223,Testant,2020,September,473360.0
3102,Brimorix Amonine,2019,June,473222.0
761,Adriacaine,2020,July,472910.0
2892,Benzoprox,2018,April,472860.0
6349,Invisteride Diclomycin,2018,August,472792.0
548,Acycpex,2018,May,472770.0
11142,Xenaderal,2017,June,472720.0
4714,Duraprazole Agalsixolol,2017,October,472125.0
7943,Palodizem,2018,September,471948.0
10913,Ultrimax Ultriset,2018,July,471557.0
5420,Finanel,2020,May,471328.0
5214,Factolamide,2019,June,471270.0
2461,Aquamycin Lacoran,2018,August,471270.0
4754,Effidomide Evofribrate,2017,December,471240.0
8164,Pentastrin,2017,January,471156.0
8267,Presetron,2017,September,471096.0
7874,Oxymotroban Fexoformin,2017,December,470824.0
1682,Alpharolac,2017,December,470639.0
10309,Tetratanyl,2020,August,470631.0
3704,Cogxone Levanide,2017,May,470596.0
7809,Nisorase,2019,November,470421.0
5783,Hepavice,2018,September,470400.0
8886,Raparidol,2017,June,470305.0
1884,Amcibax Amcikeran,2018,April,470206.0
10988,Veratorol Ciclovatol,2020,May,470008.0
6609,Kinerinex,2019,November,469722.0
2785,Atrabicin Alkerotec,2017,August,469614.0
4920,Eproline,2019,April,469560.0
8919,Raparidol,2020,February,469370.0
8451,Proprabax,2017,February,469056.0
6105,Insozyme,2017,November,468980.0
9604,Spiroderall,2017,January,468854.0
5568,Ganineva Agenium,2017,April,468780.0
9754,Sumanazole,2017,October,468694.0
8760,Quiniprosyn,2019,April,468585.0
10453,Thionide,2020,August,468498.0
7822,Nisorase,2020,October,468456.0
8867,Ranediol,2019,September,468368.0
1024,Afretosine,2018,January,468236.0
8948,Rebedase Aplencor,2018,May,468000.0
146,Abranatal Lysoprosate,2017,December,467847.0
1752,Alpradipine,2019,April,467695.0
1879,Amcibax Amcikeran,2017,March,467654.0
6335,Interzide,2020,September,467460.0
820,Adtiza Gammaluble,2017,January,467368.0
7053,Lovapur,2020,November,467248.0
9017,Relenstrel Exurabine,2020,July,467248.0
9735,Sucprine Specbalamin,2020,February,467194.0
364,Aciprex,2019,January,466889.0
3558,Clindaracil,2017,June,466754.0
10586,Topipizole,2019,December,466624.0
7006,Liomulin,2020,October,466480.0
7519,Metapatch,2019,March,466470.0
10157,Tesnorphine Silotamine,2019,July,466378.0
4288,Dexmebital Acanplan,2018,January,466310.0
4540,Diprotaine,2019,January,466188.0
3873,Cortirodine Alimcline,2019,November,466176.0
943,Afinitasol,2019,March,465894.0
5077,Exexone,2020,August,465811.0
2519,Araxetine,2018,September,465750.0
9186,Robapril,2018,June,465684.0
8135,Penitrana,2018,September,465579.0
8953,Rebedase Aplencor,2019,August,465480.0
4018,Dantocept Ferurenone,2019,October,465412.0
1158,Aggretisol,2017,June,465050.0
2946,Betanem,2018,June,464971.0
5666,Halciramine,2017,December,464624.0
1434,Alemtuvatol Megalinum,2020,June,464442.0
2861,Belavarix Benzabicin,2019,July,464395.0
10345,Thalilamide,2019,August,464325.0
7397,Megenorphine,2017,July,464310.0
6192,Interfeferon Aspipex,2017,April,464256.0
8946,Rebedase Aplencor,2018,June,464220.0
1857,Amavirase,2019,November,464111.0
4813,Effigine Propraprex,2018,August,464087.0
4782,Effidomide Evofribrate,2019,June,463896.0
5194,Factolamide,2017,October,463680.0
11342,Zonitonin,2018,December,463610.0
10212,Testant,2020,April,463600.0
5909,Ibrulinum,2017,July,463600.0
4780,Effidomide Evofribrate,2019,January,463284.0
7263,Magneprex,2018,February,463199.0
2917,Benzoprox,2020,August,462920.0
9336,Saprodeine Zanprosyn,2019,April,462895.0
3170,Cephovelam,2017,December,462868.0
10998,Vibratosine Alemtrace,2017,June,462680.0
5432,Flutacerol,2017,May,462645.0
8741,Quiniprosyn,2017,July,462355.0
1032,Afretosine,2019,April,462176.0
9877,Symbisine Prednimadin,2020,August,462080.0
4231,Dexacilin Triline,2017,March,462078.0
8023,Paronium Atracustone,2017,March,462024.0
2972,Betanem,2020,May,461916.0
11223,Xenaminphen,2020,February,461565.0
5918,Ibrulinum,2018,December,461510.0
5509,Formolovir Amanferon,2020,August,461456.0
3269,Ceretosine,2017,July,461335.0
2152,Androporin,2020,January,461300.0
9834,Symbiroban,2020,June,461038.0
11519,Zyvance,2020,September,460921.0
5662,Halcifergen Nevazone,2020,October,460790.0
3028,Biotasol Siloderm,2017,January,460655.0
11144,Xenaderal,2017,May,460591.0
4747,Duraprazole Agalsixolol,2020,March,460500.0
8997,Relenstrel Exurabine,2018,November,460464.0
7323,Malavirine Alimdine,2019,February,460200.0
4282,Dexmebital Acanplan,2017,October,460190.0
6375,Invisteride Diclomycin,2020,February,460136.0
2912,Benzoprox,2019,May,460080.0
5177,Factofribrate,2020,July,460053.0
7881,Oxymotroban Fexoformin,2017,November,459832.0
6194,Interfeferon Aspipex,2017,December,459680.0
8020,Paronium Atracustone,2017,January,459540.0
8053,Paronium Atracustone,2020,August,459540.0
8335,Primapion,2019,March,459528.0
9557,Solasteride,2017,July,459160.0
11115,Victomine,2019,February,458955.0
7234,Magnemunex,2019,October,458874.0
6648,Kinovatol,2019,April,458800.0
141,Abobozolid,2020,November,458775.0
2622,Arivac,2019,June,458703.0
7393,Megenorphine,2017,August,458682.0
5355,Feruprazole,2019,February,458505.0
3054,Biotasol Siloderm,2019,June,458417.0
2203,Angioparin Brimosumab,2020,March,458304.0
1648,Allomenda,2018,January,458267.0
4961,Epzipitant,2018,July,458242.0
9160,Ribabyclor,2020,January,458213.0
5697,Halciramine,2019,November,458080.0
559,Acycpex,2019,March,457980.0
567,Acycpex,2020,February,457980.0
9073,Requimadin,2017,August,457776.0
7231,Magnemunex,2019,March,457496.0
3987,Dantocept Ferurenone,2017,February,457123.0
5081,Exexone,2020,July,456729.0
5660,Halcifergen Nevazone,2020,May,456530.0
3023,Bexridol,2020,September,456320.0
6303,Interzide,2018,February,456120.0
5188,Factolamide,2017,January,456090.0
11376,Zonixamine Immulinum,2017,April,455940.0
5459,Flutacerol,2019,September,455940.0
8862,Ranediol,2019,June,455937.0
8507,Propralamide Dexlanzolam,2017,September,455906.0
5382,Finanel,2017,June,455878.0
5565,Fosinofen,2020,November,455840.0
3427,Ciclonazol,2018,March,455686.0
10575,Topipizole,2018,February,455584.0
10560,Topipizole,2017,April,455584.0
9740,Sucprine Specbalamin,2020,May,455546.0
1509,Alglutriptan,2018,November,455413.0
9464,Sevotrana Tiafoxin,2017,May,455400.0
3986,Dantocept Ferurenone,2017,December,455281.0
8523,Propralamide Dexlanzolam,2019,February,455124.0
7531,Metapatch,2020,March,455082.0
2440,Apronazol,2020,January,455008.0
9463,Sevotrana Tiafoxin,2017,March,454940.0
6753,Lacoplex Hyaluvance,2019,November,454908.0
10928,Ultrimax Ultriset,2019,May,454879.0
4458,Diazemid Felcept,2020,June,454846.0
3034,Biotasol Siloderm,2017,October,454687.0
5566,Fosinofen,2020,October,454685.0
9741,Sucprine Specbalamin,2020,November,454636.0
5619,Halcifergen Nevazone,2017,February,454400.0
6732,Lacoplex Hyaluvance,2018,April,454240.0
7591,Microroban Afatigomar,2017,March,454100.0
439,Acubulin,2017,March,453740.0
7613,Microroban Afatigomar,2019,July,453622.0
3574,Clindaracil,2018,October,453606.0
8940,Rebedase Aplencor,2018,April,453600.0
8368,Primatate Univatol,2018,January,453048.0
4234,Dexacilin Triline,2017,October,453048.0
9068,Relenvice,2020,May,453033.0
7830,Novakyn Tracprox,2017,June,453024.0
5943,Ibrulinum,2020,February,452960.0
3644,Clinicilin Pentozone,2020,May,452928.0
7518,Metapatch,2019,June,452892.0
8169,Pentastrin,2017,November,452767.0
770,Adriafinil Ehtymara,2017,December,452610.0
8062,Paronium Atracustone,2020,October,452502.0
9102,Requimadin,2019,June,452472.0
4787,Effidomide Evofribrate,2019,September,452268.0
409,Aclonuma,2019,August,452196.0
10181,Testant,2017,July,451888.0
7026,Lovapur,2018,June,451820.0
464,Acubulin,2019,May,451780.0
3311,Ceretosine,2020,September,451731.0
4173,Dasagestin,2020,November,451620.0
5222,Factolamide,2020,December,451605.0
624,Adideine,2017,April,451548.0
7500,Metapatch,2018,April,451140.0
7542,Methiclotide,2017,June,451130.0
5362,Feruprazole,2019,October,450800.0
2430,Apronazol,2019,June,450760.0
8357,Primatate Univatol,2017,July,450468.0
955,Afinitasol,2020,March,449878.0
7970,Panpion,2017,December,449800.0
3630,Clinicilin Pentozone,2019,June,449792.0
5819,Hydroxyprosyn,2017,September,449680.0
11502,Zyvance,2019,June,449616.0
751,Adriacaine,2019,March,449084.0
9195,Robapril,2019,February,448923.0
24,Abatatriptan,2019,April,448910.0
4712,Duraprazole Agalsixolol,2017,May,448875.0
9141,Ribabyclor,2018,November,448833.0
1180,Aggretisol,2019,January,448544.0
7504,Metapatch,2018,January,448512.0
4970,Epzipitant,2019,December,448128.0
3130,Ceftatana Serolamide,2017,October,448035.0
7788,Nisorase,2018,April,448020.0
11516,Zyvance,2020,May,448001.0
4792,Effidomide Evofribrate,2020,January,447984.0
192,Abtasol,2017,April,447876.0
5396,Finanel,2018,May,447844.0
243,Acantaine,2017,February,447612.0
5927,Ibrulinum,2018,September,447450.0
10497,Tiaracil,2019,November,447444.0
4592,Docstryl Rivacin,2019,May,447363.0
11479,Zyvance,2017,March,447355.0
10823,Trazobalamin,2018,September,447294.0
3552,Clindaracil,2017,April,447205.0
8625,Pulmodiol Adalaxime,2019,November,447095.0
391,Aclonuma,2017,March,446982.0
10569,Topipizole,2017,November,446752.0
8845,Ranediol,2018,August,446714.0
1899,Amcibax Amcikeran,2019,February,446600.0
10151,Tesnorphine Silotamine,2018,September,446281.0
2894,Benzoprox,2018,December,446164.0
460,Acubulin,2019,January,445900.0
7723,Neuropogen Empibax,2020,March,445885.0
2553,Argalazine Abostryl,2017,November,445880.0
9019,Relenstrel Exurabine,2020,March,445200.0
7541,Methiclotide,2017,July,445176.0
3746,Comzyme,2017,December,445056.0
1694,Alpharolac,2018,December,445055.0
2902,Benzoprox,2018,October,445028.0
9387,Secrelazine Insonamic,2019,February,444854.0
6112,Insozyme,2018,January,444745.0
9111,Requimadin,2020,February,444720.0
1896,Amcibax Amcikeran,2019,April,444686.0
948,Afinitasol,2020,April,444444.0
4484,Diprolimus,2018,May,444434.0
2309,Aprerase,2017,July,444312.0
971,Afluferon Entrarenone,2017,September,444288.0
7277,Magneprex,2019,July,443938.0
6611,Kinerinex,2019,September,443842.0
1734,Alpradipine,2017,June,443665.0
6442,Ketamara Evogel,2017,October,443520.0
2120,Androporin,2017,May,443507.0
501,Acycnafine Microvate,2018,November,443492.0
1818,Amamadin,2020,June,443486.0
4912,Eproline,2018,January,443040.0
9456,Sevotrana Tiafoxin,2017,April,442980.0
468,Acubulin,2020,April,442960.0
8395,Primatate Univatol,2020,March,442900.0
8173,Pentastrin,2018,August,442827.0
2921,Benzoprox,2020,July,442756.0
6292,Interzide,2017,January,442680.0
6540,Kinenadryl,2018,April,442612.0
9050,Relenvice,2019,December,442476.0
805,Adriafinil Ehtymara,2020,August,442445.0
7386,Malaxolol Aeroprosyn,2020,June,442262.0
4295,Dexmebital Acanplan,2018,September,442170.0
10958,Veratorol Ciclovatol,2018,December,442134.0
818,Adtiza Gammaluble,2017,December,442056.0
5775,Hepavice,2018,February,441980.0
10966,Veratorol Ciclovatol,2018,October,441980.0
6913,Lioletine Refliruvax,2017,August,441960.0
8547,Propratecan,2017,February,441936.0
4988,Epzipitant,2020,May,441904.0
4141,Dasagestin,2018,August,441198.0
5129,Exotropin Empizine,2020,July,441170.0
2969,Betanem,2020,July,441142.0
11011,Vibratosine Alemtrace,2018,March,440891.0
8733,Pulmogen Alitora,2020,November,440607.0
9473,Sevotrana Tiafoxin,2018,July,440220.0
4203,Decidenu Galantrigine,2019,February,440140.0
9641,Spiroderall,2020,July,440122.0
5278,Fentalac,2020,October,440016.0
8896,Raparidol,2018,January,440011.0
1799,Amamadin,2018,September,439921.0
8338,Primapion,2019,October,439848.0
564,Acycpex,2020,April,439620.0
3643,Clinicilin Pentozone,2020,March,439600.0
9964,Symdocet,2019,January,439450.0
10567,Topipizole,2017,March,439392.0
9934,Symbitrim,2020,October,438984.0
6121,Insozyme,2019,August,438850.0
217,Abtasol,2019,August,438828.0
11153,Xenaderal,2018,July,438510.0
8174,Pentastrin,2018,December,438354.0
4260,Dexacilin Triline,2020,April,438342.0
1642,Allomenda,2017,October,438300.0
6138,Insozyme,2020,June,438195.0
8123,Penitrana,2017,September,438192.0
4505,Diprolimus,2020,July,438094.0
5473,Formolovir Amanferon,2017,August,437963.0
10933,Ultrimax Ultriset,2020,August,437932.0
3358,Choriogestrel,2020,October,437914.0
1758,Alpradipine,2019,June,437880.0
7474,Menogine,2019,October,437780.0
874,Afaxacin,2017,October,437760.0
2568,Argalazine Abostryl,2019,April,437716.0
3295,Ceretosine,2019,March,437668.0
814,Adriafinil Ehtymara,2020,October,437630.0
7050,Lovapur,2020,June,437494.0
1448,Algluconium Dorzofoxin,2017,May,437476.0
1886,Amcibax Amcikeran,2018,December,437349.0
10069,Tacrodomide,2020,August,437220.0
51,Abilovir Aprotasol,2017,February,437125.0
6659,Kinovatol,2019,September,436970.0
9036,Relenvice,2018,April,436968.0
9694,Stelazolid,2020,October,436686.0
6073,Immurenol Temarate,2019,August,436623.0
11193,Xenaminphen,2017,November,436605.0
10514,Topifribrate,2017,December,436563.0
8928,Rebedase Aplencor,2017,April,436500.0
8124,Penitrana,2018,April,436044.0
1045,Afretosine,2020,August,435916.0
423,Aclonuma,2020,February,435606.0
8980,Relenstrel Exurabine,2017,January,435448.0
5942,Ibrulinum,2020,December,435290.0
7083,Lovavatol Azelavarix,2019,February,435236.0
5961,Imiderm Vibranovate,2017,November,434850.0
6049,Immurenol Temarate,2017,August,434805.0
6206,Interfeferon Aspipex,2018,December,434720.0
3006,Bexridol,2019,June,434320.0
11319,Zithrotrol,2020,February,434153.0
6802,Lactubucil,2019,October,434070.0
5699,Halciramine,2019,September,433949.0
725,Adriacaine,2017,July,433922.0
8738,Quiniprosyn,2017,December,433875.0
7820,Nisorase,2020,May,433872.0
9783,Sumanazole,2020,February,433780.0
4937,Eproline,2020,July,433680.0
3538,Claripenem,2019,October,433664.0
8807,Quixitriptan Alanesin,2018,September,433473.0
10061,Tacrodomide,2019,July,433440.0
1112,Aggrakine,2017,May,433011.0
3745,Comzyme,2017,August,432858.0
7246,Magnemunex,2020,October,432692.0
1219,Alarudin Azarolac,2018,March,432621.0
6842,Lansopril Acribax,2019,December,432468.0
10960,Veratorol Ciclovatol,2018,January,432278.0
4514,Diprotaine,2017,December,432162.0
8275,Presetron,2018,March,432000.0
3960,Cyclovital,2019,April,431926.0
4679,Doxivorin,2018,September,431892.0
8832,Ranediol,2017,April,431877.0
6526,Ketastadil,2020,October,431858.0
1285,Albudazole Erobloc,2020,August,431821.0
10540,Topifribrate,2019,January,431595.0
3739,Cogxone Levanide,2020,March,431494.0
3587,Clindaracil,2019,September,431289.0
3018,Bexridol,2020,June,431120.0
8499,Propralamide Dexlanzolam,2017,February,430882.0
9712,Sucprine Specbalamin,2018,January,430794.0
4310,Dexmebital Acanplan,2020,December,430780.0
5163,Factofribrate,2019,February,430749.0
5488,Formolovir Amanferon,2018,January,430705.0
344,Aciprex,2017,May,430683.0
10423,Thionide,2017,March,430643.0
10511,Tiaracil,2020,September,430596.0
9954,Symdocet,2018,June,430520.0
5356,Feruprazole,2019,January,430445.0
5807,Hepavice,2020,September,430220.0
4738,Duraprazole Agalsixolol,2019,October,430125.0
8904,Raparidol,2019,April,429726.0
11229,Xenaminphen,2020,November,429390.0
6092,Immurenol Temarate,2020,May,429351.0
4695,Doxivorin,2020,February,429312.0
5399,Finanel,2018,September,429304.0
5552,Fosinofen,2019,May,429275.0
2492,Aquamycin Lacoran,2020,May,429180.0
9048,Relenvice,2019,April,429165.0
2834,Belavarix Benzabicin,2017,December,429156.0
10303,Tetratanyl,2019,March,428729.0
5449,Flutacerol,2019,August,428375.0
8617,Pulmodiol Adalaxime,2019,August,428340.0
5821,Hydroxyprosyn,2018,August,428340.0
9331,Saprodeine Zanprosyn,2018,March,428280.0
2410,Apronazol,2017,October,428104.0
2524,Araxetine,2019,January,427950.0
7962,Palodizem,2020,June,427929.0
7884,Oxymotroban Fexoformin,2018,April,427772.0
5985,Imiderm Vibranovate,2019,November,427440.0
2086,Ampysin,2018,October,427437.0
3851,Cortirodine Alimcline,2017,September,427392.0
5280,Fentatrol Rapatelase,2017,April,427314.0
4455,Diazemid Felcept,2020,February,427261.0
1037,Afretosine,2019,July,427028.0
1712,Alpharolac,2019,May,426933.0
9060,Relenvice,2020,April,426870.0
3396,Choriotrisin,2020,April,426702.0
11255,Zarostral,2018,September,426666.0
3980,Cyclovital,2020,May,426510.0
8054,Paronium Atracustone,2020,December,426420.0
10997,Vibratosine Alemtrace,2017,July,426365.0
3083,Brimorix Amonine,2017,September,426258.0
10872,Trazozaprine,2019,April,426216.0
11149,Xenaderal,2018,August,426070.0
1187,Aggretisol,2019,September,426012.0
8647,Pulmofine,2017,March,425872.0
8464,Proprabax,2018,January,425664.0
3865,Cortirodine Alimcline,2019,August,425344.0
4400,Diaxolol,2019,May,425340.0
817,Adtiza Gammaluble,2017,August,425332.0
10829,Trazobalamin,2019,July,425196.0
6051,Immurenol Temarate,2017,February,424503.0
7251,Magneprex,2017,February,424490.0
8527,Propralamide Dexlanzolam,2019,March,424235.0
4142,Dasagestin,2018,December,424214.0
10073,Tacrodomide,2020,July,424200.0
4275,Dexmebital Acanplan,2017,February,423810.0
10999,Vibratosine Alemtrace,2017,March,423675.0
1888,Amcibax Amcikeran,2018,January,423632.0
2176,Angioparin Brimosumab,2018,January,423522.0
3809,Cordamectin Actolamin,2018,July,423518.0
5808,Hydroxyprosyn,2017,April,423500.0
2382,Apromin,2019,June,423375.0
3531,Claripenem,2019,February,423360.0
8376,Primatate Univatol,2019,April,423292.0
4816,Effigine Propraprex,2018,January,422994.0
7986,Panpion,2018,June,422812.0
5309,Fentatrol Rapatelase,2019,July,422734.0
1892,Amcibax Amcikeran,2018,May,422675.0
8605,Pulmodiol Adalaxime,2018,August,422290.0
9581,Solasteride,2019,July,422240.0
7646,Morphizolid Tianalin,2018,December,422198.0
10794,Travosoline Capolac,2020,June,422120.0
8656,Pulmofine,2018,January,421744.0
5260,Fentalac,2019,January,421476.0
4273,Dexmebital Acanplan,2017,August,421260.0
4013,Dantocept Ferurenone,2019,July,421204.0
8533,Propralamide Dexlanzolam,2020,August,421107.0
1124,Aggrakine,2018,May,421026.0
5695,Halciramine,2019,March,420861.0
10464,Tiaracil,2017,April,420714.0
10209,Testant,2019,November,420168.0
7932,Palodizem,2018,April,420090.0
6984,Liomulin,2019,April,419930.0
9384,Secrelazine Insonamic,2019,April,419870.0
5612,Ganineva Agenium,2020,May,419640.0
4008,Dantocept Ferurenone,2019,April,419362.0
10131,Tesnorphine Silotamine,2017,February,419166.0
5181,Factofribrate,2020,November,418968.0
471,Acubulin,2020,February,418950.0
2388,Apromin,2020,April,418875.0
6892,Lansostral Acgestin,2019,January,418836.0
1185,Aggretisol,2019,November,418676.0
8950,Rebedase Aplencor,2018,October,418500.0
7140,Lovephilus,2020,April,418458.0
4472,Diprolimus,2017,May,418440.0
10077,Tacrodomide,2020,November,418320.0
8781,Quiniprosyn,2020,November,418300.0
4594,Docstryl Rivacin,2019,October,418170.0
8883,Raparidol,2017,February,417945.0
4055,Dantolac Pazocor,2018,September,417894.0
2641,Asparathasone Unipan,2017,August,417843.0
2404,Apronazol,2017,January,417720.0
2416,Apronazol,2018,January,417720.0
6784,Lactubucil,2018,January,417690.0
8359,Primatate Univatol,2017,March,417616.0
9851,Symbisine Prednimadin,2017,September,417392.0
9869,Symbisine Prednimadin,2019,July,417088.0
10357,Thalilamide,2020,August,416970.0
2075,Ampysin,2017,September,416502.0
455,Acubulin,2018,September,416500.0
7589,Microroban Afatigomar,2017,July,416338.0
10640,Topitaine,2019,May,416185.0
876,Afaxacin,2018,April,416100.0
5911,Ibrulinum,2017,March,416100.0
5397,Finanel,2018,November,415914.0
5257,Fentalac,2019,August,415914.0
3542,Claripenem,2020,December,415744.0
8070,Pazofenac,2017,June,415740.0
813,Adriafinil Ehtymara,2020,November,415695.0
4069,Dantolac Pazocor,2020,August,415582.0
4968,Epzipitant,2019,April,415452.0
4355,Dexmeprazole Transnuvia,2019,September,415260.0
11160,Xenaderal,2019,April,415185.0
727,Adriacaine,2017,March,415150.0
10606,Topipizole,2020,October,415104.0
3344,Choriogestrel,2019,May,415012.0
4996,Ergomethate,2017,January,414948.0
10300,Tetratanyl,2019,January,414932.0
2975,Betanem,2020,September,414869.0
4528,Diprotaine,2018,January,414672.0
4500,Diprolimus,2020,April,414636.0
4412,Diaxolol,2020,May,414630.0
6731,Lacoplex Hyaluvance,2017,September,414494.0
7420,Megenorphine,2019,January,414462.0
4601,Docstryl Rivacin,2020,July,414225.0
6736,Lacoplex Hyaluvance,2018,January,414160.0
1927,Amlominphen Dexanovate,2017,March,414120.0
6337,Invisteride Diclomycin,2017,August,414032.0
6637,Kinovatol,2018,August,414030.0
2304,Aprerase,2017,April,413820.0
3575,Clindaracil,2018,September,413816.0
9425,Sevoderm,2018,July,413712.0
11069,Victomax,2019,July,413672.0
6988,Liomulin,2019,January,413560.0
6656,Kinovatol,2019,May,413290.0
3066,Biotasol Siloderm,2020,June,413284.0
10334,Thalilamide,2018,December,413280.0
2032,Ampinonide,2018,January,413168.0
11135,Victomine,2020,September,413130.0
832,Adtiza Gammaluble,2018,January,413128.0
2667,Asparathasone Unipan,2019,February,413100.0
2082,Ampysin,2018,June,413100.0
3504,Claripenem,2017,April,413056.0
10724,Travoloride,2018,May,412910.0
5060,Exexone,2018,May,412753.0
3117,Brimorix Amonine,2020,November,412726.0
4046,Dantolac Pazocor,2018,December,412692.0
7595,Microroban Afatigomar,2017,September,412514.0
803,Adriafinil Ehtymara,2019,September,412485.0
6046,Imiformin Transmunex,2020,October,412400.0
7779,Nisorase,2017,February,412257.0
9203,Robapril,2019,September,412230.0
5575,Ganineva Agenium,2017,March,412230.0
1021,Afretosine,2018,August,412080.0
1420,Alemtuvatol Megalinum,2019,January,411928.0
