,Product Class,City,Customer Name,Sales
27,Analgesics,Bad Honnef am Rhein,Balistreri Group Pharmacy,2096141.0
1535,Antimalarial,Bad Oldesloe,"Prohaska, Bogisich and Gutkowski Pharm",2096105.0
2745,Antipiretics,Osnabrück,Walsh-Brown Pharma Plc,2095926.0
1871,Antimalarial,Langenhagen,Kozey-Schroeder Pharma Plc,2095344.0
2563,Antipiretics,Kaarst,Pfannerstill Group Pharmaceutical Limited,2093588.0
2420,Antipiretics,Erfurt,Schulist-Zulauf ,2093233.0
4040,Mood Stabilizers,Hohen Neuendorf,Mraz Group Pharma Plc,2092921.0
926,Antibiotics,Esslingen,"Cormier, Dietrich and Zulauf Pharmaceutical Limited",2092140.0
4439,Mood Stabilizers,Weimar,Terry-Kub Pharma Plc,2091717.0
3452,Antiseptics,Nettetal,"Watsica, Larson and Labadie Pharmaceutical Ltd",2091436.0
1963,Antimalarial,Neuwied,"Harris, Daugherty and Okuneva Pharm",2090480.0
370,Analgesics,Lauf,"Koch, Borer and Hagenes Pharmaceutical Ltd",2090319.0
2757,Antipiretics,Paderborn,Parisian Ltd Pharma Plc,2090085.0
2100,Antimalarial,Senftenberg,Buckridge Inc Pharmaceutical Limited,2087041.0
2477,Antipiretics,Gorlice,Torp-Fisher Pharma Plc,2086317.0
1927,Antimalarial,Mettmann,Lockman Ltd Pharm,2084660.0
3339,Antiseptics,Konstanz,Schmitt LLC Pharma Plc,2084164.0
2491,Antipiretics,Grudziądz,"Schowalter, Runolfsson and VonRueden Pharmaceutical Ltd",2082886.0
2694,Antipiretics,Mühlhausen,Upton PLC Pharmaceutical Limited,2081933.0
1538,Antimalarial,Bad Salzungen,Graham and Sons Pharma Plc,2081707.0
2621,Antipiretics,Langenfeld,West Group Pharm,2081667.0
1293,Antibiotics,Ravensburg,"Johnson, Friesen and Torphy Pharm",2080691.0
1705,Antimalarial,Garbsen,Schimmel-Waelchi Pharma Plc,2077778.0
3706,Antiseptics,Wilhelmshaven,Harris-Conroy Pharmacy,2077689.0
3227,Antiseptics,Goch,"Kshlerin, Ryan and Leuschke ",2077614.0
1717,Antimalarial,Germersheim,Schaefer-Rolfson Pharmacy,2076949.0
2073,Antimalarial,Saalfeld,Ondricka Ltd ,2075204.0
3261,Antiseptics,Halle,Weber Ltd Pharmacy,2074668.0
2785,Antipiretics,Pulheim,Pfeffer-Hodkiewicz Pharm,2074627.0
4214,Mood Stabilizers,Neustadt,Feest PLC Pharmaceutical Ltd,2073205.0
2765,Antipiretics,Pfungstadt,Wolff Group ,2071914.0
3964,Mood Stabilizers,Geldern,"Bernier, Murphy and Rau Pharma Plc",2071720.0
1006,Antibiotics,Halberstadt,Kris LLC Pharmacy,2069841.0
1694,Antimalarial,Freital,Erdman PLC Pharma Plc,2068999.0
2161,Antimalarial,Unterschleißheim,"Romaguera, Moen and Hagenes Pharm",2067307.0
2213,Antimalarial,Wittmund,Prohaska-Kuhic Pharmaceutical Limited,2066921.0
1576,Antimalarial,Bonn,"Steuber, Skiles and Kilback Pharmaceutical Limited",2065441.0
226,Analgesics,Goslar,Kertzmann-Ward Pharmaceutical Limited,2064102.0
145,Analgesics,Dorsten,Veum and Sons Pharmaceutical Ltd,2063503.0
2919,Antipiretics,Viernheim,Medhurst-Beer Pharm,2063452.0
3472,Antiseptics,Nordhausen,Feest-Roob Pharmacy,2063215.0
3759,Mood Stabilizers,Ahaus,"Yundt, Leuschke and Ward Pharma Plc",2062699.0
4038,Mood Stabilizers,Hof,"Heathcote, Kovacek and Parker ",2062241.0
1068,Antibiotics,Kassel,Haley PLC Pharmacy,2062029.0
788,Antibiotics,Bad Tölz,Lockman Ltd Pharma Plc,2061828.0
78,Analgesics,Bramsche,Konopelski-Blick Pharmaceutical Limited,2061617.0
4155,Mood Stabilizers,Lörrach,Rowe PLC ,2059033.0
1408,Antibiotics,Ulm,Mann-Waelchi Pharma Plc,2057417.0
2972,Antipiretics,Wuppertal,"Koelpin, Luettgen and Abernathy Pharmacy",2055417.0
2132,Antimalarial,Straubing,"Erdman, Senger and Oberbrunner Pharmacy",2054938.0
1837,Antimalarial,Konstanz,Schmitt LLC Pharma Plc,2054818.0
2102,Antimalarial,Siegburg,Heller-Abernathy Pharmaceutical Limited,2054163.0
2831,Antipiretics,Sangerhausen,Gottlieb-Koss Pharmacy,2052642.0
3351,Antiseptics,Kreuztal,Kutch-Marks Pharmaceutical Limited,2051207.0
2686,Antipiretics,Moers,Hermiston LLC Pharm,2050720.0
2953,Antipiretics,Wiesbaden,Runolfsson-Powlowski Pharmaceutical Limited,2050484.0
1905,Antimalarial,Lüdenscheid,Rosenbaum-Tromp Pharmacy,2050025.0
208,Analgesics,Geislingen an der Steige,Hermiston and Sons Pharmaceutical Ltd,2049038.0
3063,Antiseptics,Biberach,Fritsch LLC Pharm,2048913.0
2103,Antimalarial,Siegen,Balistreri-Watsica Pharma Plc,2048647.0
2497,Antipiretics,Görlitz,D'Amore and Sons Pharm,2048416.0
4124,Mood Stabilizers,Langenhagen,Kozey-Schroeder Pharma Plc,2046977.0
2525,Antipiretics,Helmstedt,Huels-Klein Pharmaceutical Ltd,2046039.0
1045,Antibiotics,Ibbenbüren,"Lebsack, Yost and Heller Pharma Plc",2045443.0
2009,Antimalarial,Passau,Armstrong Inc Pharma Plc,2045335.0
1868,Antimalarial,Landshut,"Hirthe, Williamson and Macejkovic Pharmacy",2044767.0
3806,Mood Stabilizers,Bergkamen,Homenick-Larson Pharmaceutical Ltd,2043539.0
1545,Antimalarial,Barsinghausen,Ward Group Pharma Plc,2041971.0
1173,Antibiotics,Merseburg,Weber Ltd Pharmaceutical Ltd,2040775.0
2276,Antipiretics,Backnang,Nader-Gaylord Pharmacy,2040422.0
948,Antibiotics,Friedrichshafen,"Buckridge, Dach and Carroll ",2040034.0
2233,Antimalarial,Zirndorf,Doyle-Tillman Pharmaceutical Limited,2039918.0
3826,Mood Stabilizers,Bocholt,Leannon-West Pharmaceutical Limited,2038188.0
2437,Antipiretics,Forst,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",2037633.0
297,Analgesics,Ilmenau,"Pfannerstill, Upton and Balistreri Pharm",2037229.0
2790,Antipiretics,Radolfzell am Bodensee,Streich PLC Pharm,2036373.0
787,Antibiotics,Bad Salzungen,Graham and Sons Pharma Plc,2031928.0
3592,Antiseptics,Schwedt (Oder),Jacobs-Jones Pharma Plc,2031655.0
3141,Antiseptics,Detmold,"Upton, Abernathy and Goodwin Pharmaceutical Limited",2031521.0
574,Analgesics,Salzgitter,Kreiger Inc Pharm,2030813.0
1155,Antibiotics,Lüneburg,Monahan Ltd Pharmaceutical Ltd,2030330.0
328,Analgesics,Kirchheim unter Teck,Smith Inc Pharmacy,2029099.0
4175,Mood Stabilizers,Memmingen,"Beahan, Littel and Ondricka ",2028788.0
3955,Mood Stabilizers,Fürstenwalde,Fritsch-Hauck Pharm,2025615.0
2550,Antipiretics,Ilmenau,"Pfannerstill, Upton and Balistreri Pharm",2023413.0
2111,Antimalarial,Soest,Senger-Kirlin Pharma Plc,2020808.0
3087,Antiseptics,Bremerhaven,Moore PLC Pharm,2019840.0
1080,Antibiotics,Kitzingen,Hartmann-Wolf Pharmaceutical Limited,2019697.0
4045,Mood Stabilizers,Husum,"Watsica, Larson and Labadie Pharma Plc",2016866.0
3260,Antiseptics,Haldensleben,"Fritsch, Hodkiewicz and Sipes Pharmacy",2016672.0
2959,Antipiretics,Wismar,Veum-Kerluke Pharma Plc,2016386.0
3930,Mood Stabilizers,Esslingen,"Cormier, Dietrich and Zulauf Pharmaceutical Limited",2015897.0
1858,Antimalarial,Königsbrunn,Reilly Ltd Pharma Plc,2014849.0
3823,Mood Stabilizers,Bitterfeld,"Will, McGlynn and Fritsch Pharmaceutical Ltd",2014836.0
3997,Mood Stabilizers,Gummersbach,"Kutch, Daniel and Ortiz Pharm",2013442.0
1232,Antibiotics,Oelde,Harris-Conroy Pharm,2013222.0
591,Analgesics,Schwerin,Reinger Group Pharmaceutical Limited,2013082.0
299,Analgesics,Ingolstadt,"Moen, Murazik and Smith Pharmaceutical Ltd",2012946.0
4132,Mood Stabilizers,Leipzig,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",2011729.0
2033,Antimalarial,Przeworsk,Spencer-Jerde Pharmacy,2010150.0
2526,Antipiretics,Hemer,"Johns, Mueller and Nitzsche Pharma Plc",2008892.0
1399,Antibiotics,Trier,Reichel Inc ,2008030.0
600,Analgesics,Siegburg,Heller-Abernathy Pharmaceutical Limited,2007560.0
257,Analgesics,Halle,Weber Ltd Pharmacy,2007493.0
256,Analgesics,Haldensleben,"Fritsch, Hodkiewicz and Sipes Pharmacy",2005380.0
3017,Antiseptics,Andernach,Stanton-Cole Pharma Plc,2002257.0
300,Analgesics,Inowrocław,"Blick, Pacocha and Schowalter ",2001154.0
2024,Antimalarial,Porta Westfalica,Turner Ltd ,1999855.0
2419,Antipiretics,Erftstadt,Doyle-Tillman Pharm,1999616.0
2738,Antipiretics,Oldenburg,"Nolan, DuBuque and Schultz ",1999298.0
2513,Antipiretics,Hamm,"Schinner, Gaylord and Treutel Pharmacy",1998282.0
2554,Antipiretics,Iserlohn,"Ondricka, Rosenbaum and Beahan Pharm",1998260.0
1220,Antibiotics,Nordhorn,"Denesik, Walter and Beatty ",1998127.0
164,Analgesics,Ennepetal,Steuber Ltd Pharmaceutical Limited,1997205.0
2846,Antipiretics,Schwäbisch Gmünd,Cummings LLC ,1995538.0
2907,Antipiretics,Tönisvorst,Jakubowski Inc Pharma Plc,1995468.0
1970,Antimalarial,Nordhausen,Feest-Roob Pharmacy,1995318.0
4221,Mood Stabilizers,Nordenham,Pfeffer-Hodkiewicz ,1993868.0
4382,Mood Stabilizers,Stendal,Schaefer LLC Pharma Plc,1992937.0
4027,Mood Stabilizers,Helmstedt,Huels-Klein Pharmaceutical Ltd,1992214.0
930,Antibiotics,Falkensee,"Wisozk, Brekke and Bartoletti Pharmacy",1992203.0
3673,Antiseptics,Völklingen,Crist Inc Pharmaceutical Ltd,1990336.0
2269,Antipiretics,Apolda,Mayert-Weber Pharmaceutical Ltd,1989612.0
278,Analgesics,Herrenberg,"Hansen, Fadel and Schroeder Pharmaceutical Ltd",1989433.0
2701,Antipiretics,Nettetal,"Watsica, Larson and Labadie Pharmaceutical Ltd",1988707.0
155,Analgesics,Eberswalde,Stehr-Champlin Pharmacy,1987942.0
4152,Mood Stabilizers,Ludwigshafen,"Wiegand, Jast and Yost Pharmaceutical Ltd",1987778.0
3420,Antiseptics,Meerbusch,Osinski-Botsford Pharm,1987318.0
539,Analgesics,Rastatt,Koss-Beier Pharmaceutical Limited,1986636.0
1771,Antimalarial,Heilbronn,Kling Inc Pharm,1986457.0
337,Analgesics,Kornwestheim,Schulist-Zulauf Pharmaceutical Ltd,1985215.0
218,Analgesics,Gifhorn,Herman-Koss Pharmaceutical Ltd,1985207.0
2349,Antipiretics,Butzbach,Mraz-Kutch Pharma Plc,1984803.0
2511,Antipiretics,Hamburg,Barrows-Kohler Pharm,1984767.0
1957,Antimalarial,Neunkirchen,Bayer LLC Pharm,1984372.0
2678,Antipiretics,Mettmann,Lockman Ltd Pharm,1983982.0
2099,Antimalarial,Selm,Pfeffer-Kirlin Pharmaceutical Limited,1981376.0
81,Analgesics,Braunschweig,"Heathcote, Grant and Witting Pharmacy",1980947.0
2464,Antipiretics,Georgsmarienhütte,Bashirian Group Pharmacy,1980234.0
3416,Antiseptics,Marburg,Collins-Schmidt Pharma Plc,1979928.0
269,Analgesics,Heilbronn,Kling Inc Pharm,1979883.0
4473,Mood Stabilizers,Wunstorf,Hartmann-Wolf Pharmacy,1979800.0
3649,Antiseptics,Torgau,Gerlach LLC Pharma Plc,1979022.0
1227,Antibiotics,Nürtingen,Hane Ltd ,1977758.0
1641,Antimalarial,Dillingen,"Pfannerstill, Upton and Balistreri Pharmacy",1974153.0
1262,Antibiotics,Pforzheim,Bashirian Group ,1972956.0
1700,Antimalarial,Fulda,"Brakus, Rempel and Harber Pharmacy",1972675.0
1409,Antibiotics,Unna,McKenzie-Zemlak Pharma Plc,1971630.0
2824,Antipiretics,Saalfeld,Ondricka Ltd ,1970510.0
3699,Antiseptics,Westerstede,Skiles-McKenzie Pharmaceutical Limited,1970339.0
3773,Mood Stabilizers,Arnstadt,Boyer and Sons Pharmaceutical Ltd,1969565.0
1909,Antimalarial,Magdeburg,"Johns, Mueller and Nitzsche ",1969269.0
236,Analgesics,Gronau,Kuhic LLC Pharmaceutical Limited,1966020.0
4273,Mood Stabilizers,Plauen,Hermiston and Sons Pharmacy,1965684.0
2850,Antipiretics,Selm,Pfeffer-Kirlin Pharmaceutical Limited,1963781.0
2487,Antipiretics,Grimma,Nader-Borer Pharmaceutical Limited,1963498.0
1632,Antimalarial,Datteln,"Steuber, Skiles and Kilback Pharmacy",1962641.0
2286,Antipiretics,Bad Oldesloe,"Prohaska, Bogisich and Gutkowski Pharm",1962440.0
2688,Antipiretics,Munich,Upton PLC Pharma Plc,1961908.0
2294,Antipiretics,Balingen,"Heathcote, Grant and Witting Pharmaceutical Limited",1957937.0
265,Analgesics,Hattingen,Gottlieb-Koss Pharm,1956088.0
3872,Mood Stabilizers,Cloppenburg,Breitenberg-Kuhn Pharma Plc,1955828.0
3851,Mood Stabilizers,Butzbach,Mraz-Kutch Pharma Plc,1954922.0
2424,Antipiretics,Eschwege,Crist Inc Pharma Plc,1954631.0
2519,Antipiretics,Heide,Heller-Abernathy Pharma Plc,1954622.0
3223,Antiseptics,Gladbeck,Jakubowski Inc Pharmacy,1954231.0
3370,Antiseptics,Landshut,"Hirthe, Williamson and Macejkovic Pharmacy",1954169.0
2927,Antipiretics,Warendorf,Hansen Group Pharmacy,1954143.0
13,Analgesics,Andernach,Stanton-Cole Pharma Plc,1952316.0
1603,Antimalarial,Böblingen,Balistreri Group Pharm,1948388.0
3636,Antiseptics,Strzegom,Hermiston LLC ,1946442.0
2407,Antipiretics,Dęblin,Doyle-Tillman Pharmaceutical Ltd,1946151.0
1012,Antibiotics,Hamminkeln,Koch-Osinski Pharmacy,1942768.0
1510,Antimalarial,Albstadt,Powlowski-Buckridge Pharmacy,1942326.0
2452,Antipiretics,Fürstenfeldbruck,"Rosenbaum, Klein and Herzog Pharmaceutical Ltd",1942291.0
951,Antibiotics,Fürstenwalde,Fritsch-Hauck Pharm,1940455.0
4359,Mood Stabilizers,Sigmaringen,Daugherty-Rempel Pharmaceutical Limited,1940019.0
1021,Antibiotics,Heiligenhaus,Kozey-Schroeder Pharm,1939660.0
4138,Mood Stabilizers,Limburg,"Torphy, Pfeffer and Jakubowski Pharm",1939435.0
688,Analgesics,Weißenburg,"Kirlin, Hamill and Dickinson Pharma Plc",1937696.0
357,Analgesics,Königswinter,Marquardt-Ryan Pharm,1937542.0
2279,Antipiretics,Bad Homburg,White Inc Pharmacy,1937520.0
702,Analgesics,Wilhelmshaven,Harris-Conroy Pharmacy,1936896.0
2446,Antipiretics,Freudenstadt,"Kub, Von and Herzog Pharmaceutical Limited",1935940.0
4302,Mood Stabilizers,Remscheid,Block-Romaguera ,1935466.0
386,Analgesics,Lippstadt,"Wuckert, Kreiger and Howell Pharma Plc",1934992.0
3077,Antiseptics,Bolesławiec,Jakubowski Inc Pharmaceutical Limited,1933461.0
1164,Antibiotics,Marktoberdorf,Kozey-Emmerich Pharmacy,1932422.0
2388,Antipiretics,Derne,Hill-Daniel ,1930318.0
1437,Antibiotics,Weinheim,"Prohaska, Bogisich and Gutkowski Pharmaceutical Limited",1930108.0
1663,Antimalarial,Emden,Welch-Orn Pharm,1927922.0
2540,Antipiretics,Homburg,Mayert-Weber ,1927910.0
1410,Antibiotics,Unterschleißheim,"Romaguera, Moen and Hagenes Pharm",1927871.0
195,Analgesics,Friedberg,Gibson-Hill Pharmaceutical Limited,1927316.0
1420,Antibiotics,Völklingen,Crist Inc Pharmaceutical Ltd,1925040.0
3036,Antiseptics,Bad Oeynhausen,Ondricka-Waters Pharmaceutical Ltd,1923892.0
1022,Antibiotics,Heinsberg,Miller-Satterfield Pharm,1920604.0
3643,Antiseptics,Sömmerda,"Rodriguez, Stokes and Dickens Pharma Plc",1919935.0
1072,Antibiotics,Kelkheim (Taunus),"Upton, Abernathy and Goodwin Pharm",1918979.0
819,Antibiotics,Bitterfeld,"Will, McGlynn and Fritsch Pharmaceutical Ltd",1918693.0
4345,Mood Stabilizers,Schwelm,"Hammes, Bashirian and Pacocha Pharmacy",1918182.0
657,Analgesics,Ulm,Mann-Waelchi Pharma Plc,1917260.0
2515,Antipiretics,Hanau,"Haag, Bradtke and Terry Pharm",1916709.0
2833,Antipiretics,Sankt Ingbert,Jast-Cruickshank Pharmacy,1915621.0
1656,Antimalarial,Dęblin,Doyle-Tillman Pharmaceutical Ltd,1914627.0
4167,Mood Stabilizers,Marburg,Collins-Schmidt Pharma Plc,1912919.0
2044,Antimalarial,Ravensburg,"Johnson, Friesen and Torphy Pharm",1911821.0
1310,Antibiotics,Rodgau,Schaefer Group Pharmaceutical Ltd,1908397.0
3800,Mood Stabilizers,Bautzen,"Funk, Ratke and Heaney Pharma Plc",1907497.0
4445,Mood Stabilizers,Werl,Block-Romaguera Pharmacy,1905609.0
802,Antibiotics,Bergkamen,Homenick-Larson Pharmaceutical Ltd,1904610.0
1417,Antibiotics,Viernheim,Medhurst-Beer Pharm,1904234.0
2568,Antipiretics,Kamp-Lintfort,Bashirian-Kassulke Pharmacy,1901700.0
826,Antibiotics,Borken,"Kub, Von and Herzog Pharmaceutical Ltd",1900813.0
1206,Antibiotics,Neunkirchen,Bayer LLC Pharm,1900777.0
3915,Mood Stabilizers,Elmshorn,"Reynolds, Jast and Mante Pharm",1898963.0
816,Antibiotics,Bietigheim-Bissingen,"Balistreri, Torp and Gulgowski ",1898652.0
1357,Antibiotics,Sinsheim,Waelchi LLC Pharm,1898485.0
3154,Antiseptics,Dülmen,Denesik-Hintz Pharmaceutical Limited,1898287.0
536,Analgesics,Radebeul,Sipes and Sons Pharma Plc,1898125.0
1434,Antibiotics,Weilheim,Rohan Inc Pharm,1897472.0
1314,Antibiotics,Rottweil,Vandervort LLC Pharmaceutical Ltd,1894517.0
3989,Mood Stabilizers,Grimma,Nader-Borer Pharmaceutical Limited,1893722.0
604,Analgesics,Sigmaringen,Daugherty-Rempel Pharmaceutical Limited,1892043.0
985,Antibiotics,Grimma,Nader-Borer Pharmaceutical Limited,1890623.0
3898,Mood Stabilizers,Donauwörth,Rogahn-Klein Pharm,1889995.0
2541,Antipiretics,Horb am Neckar,Abernathy Group ,1889187.0
2665,Antipiretics,Marburg,Collins-Schmidt Pharma Plc,1889119.361
2690,Antipiretics,Mönchengladbach,Ward Group Pharm,1889006.0
1313,Antibiotics,Roth,Koss-Beier Pharmacy,1888428.0
3565,Antiseptics,Rostock,"Kshlerin, Ryan and Leuschke Pharm",1888145.0
2909,Antipiretics,Uelzen,Fahey-Flatley Pharmaceutical Ltd,1887114.0
4158,Mood Stabilizers,Lüdenscheid,Rosenbaum-Tromp Pharmacy,1886625.0
3271,Antiseptics,Heidelberg,Beier PLC ,1884640.0
3355,Antiseptics,Kulmbach,"Hahn, Rutherford and Gislason Pharm",1882545.0
4282,Mood Stabilizers,Prenzlau,Rohan and Sons Pharma Plc,1882059.0
1419,Antibiotics,Villingen-Schwenningen,"Greenholt, Donnelly and O'Reilly Pharmaceutical Ltd",1881838.0
1442,Antibiotics,Wermelskirchen,"Crist, Wisoky and Nolan Pharmaceutical Limited",1881119.0
402,Analgesics,Lübeck,Kohler-Bednar Pharmaceutical Ltd,1880198.0
2925,Antipiretics,Waltrop,"Sanford, Franecki and Greenholt Pharma Plc",1879763.0
804,Antibiotics,Bernburg,Walsh-Brown Pharmaceutical Ltd,1879376.0
1125,Antibiotics,Leichlingen,Durgan-Rice Pharmaceutical Ltd,1878639.0
2191,Antimalarial,Weißenfels,Cassin PLC Pharmaceutical Limited,1876053.0
3471,Antiseptics,Norderstedt,Kihn Group Pharmaceutical Limited,1875194.0
2019,Antimalarial,Pirna,"Kirlin, Hamill and Dickinson Pharmaceutical Limited",1875143.0
2825,Antipiretics,Saarbrücken,Raynor-Graham Pharma Plc,1874801.0
174,Analgesics,Essen,Waelchi LLC Pharmaceutical Limited,1873898.0
2259,Antipiretics,Ahrensburg,"Schinner, Gaylord and Treutel Pharmaceutical Limited",1871407.0
793,Antibiotics,Bamberg,Ondricka Ltd Pharmaceutical Ltd,1870555.0
4194,Mood Stabilizers,Mühlacker,Crist LLC ,1870211.0
1329,Antibiotics,Sangerhausen,Gottlieb-Koss Pharmacy,1869756.0
2851,Antipiretics,Senftenberg,Buckridge Inc Pharmaceutical Limited,1867965.0
1918,Antimalarial,Meerbusch,Osinski-Botsford Pharm,1866484.0
4101,Mood Stabilizers,Krefeld,Sipes and Sons Pharmaceutical Limited,1865832.0
1877,Antimalarial,Leimen,Watsica-Kovacek Pharmaceutical Ltd,1865813.0
3961,Mood Stabilizers,Geesthacht,"Corkery, Trantow and Ferry Pharma Plc",1863230.0
823,Antibiotics,Bochum,Sauer-Herzog Pharmaceutical Limited,1862906.0
4022,Mood Stabilizers,Heidelberg,Beier PLC ,1862855.0
1898,Antimalarial,Ludwigsfelde,"Denesik, Walter and Beatty Pharmacy",1862366.0
2151,Antimalarial,Troisdorf,Gibson-Hill ,1861721.0
4180,Mood Stabilizers,Mettmann,Lockman Ltd Pharm,1861196.0
883,Antibiotics,Delbrück,"Blick, Pacocha and Schowalter Pharmaceutical Limited",1859258.0
1074,Antibiotics,Kempten,"Daniel, Baumbach and Nitzsche Pharmacy",1859006.0
4340,Mood Stabilizers,Schorndorf,"Herman, Rice and Rippin Pharmaceutical Limited",1858461.0
832,Antibiotics,Braunschweig,"Heathcote, Grant and Witting Pharmacy",1857934.0
1728,Antimalarial,Goslar,Kertzmann-Ward Pharmaceutical Limited,1855085.0
9,Analgesics,Alsdorf,Wolff Group Pharmaceutical Ltd,1853080.0
1838,Antimalarial,Korbach,Purdy Ltd Pharm,1852906.0
4295,Mood Stabilizers,Rathenow,Gulgowski-Vandervort Pharm,1852041.0
3861,Mood Stabilizers,Celle,Barton Ltd Pharmaceutical Limited,1851290.0
1311,Antibiotics,Rosenheim,Emard-O'Connell Pharm,1850270.0
3920,Mood Stabilizers,Erding,"Kuphal, Herzog and Purdy Pharmaceutical Limited",1848768.0
3935,Mood Stabilizers,Fellbach,VonRueden-Adams Pharmaceutical Limited,1848154.0
2947,Antipiretics,Wesseling,"Kuphal, D'Amore and Bode Pharmacy",1848005.0
512,Analgesics,Pfungstadt,Wolff Group ,1847854.0
508,Analgesics,Peine,Huels-Klein ,1847450.0
3508,Antiseptics,Paderborn,Parisian Ltd Pharma Plc,1847234.0
774,Antibiotics,Backnang,Nader-Gaylord Pharmacy,1847130.0
3100,Antiseptics,Butzbach,Mraz-Kutch Pharma Plc,1846914.0
2351,Antipiretics,Bydgoszcz,Mills Inc Pharma Plc,1846485.0
4443,Mood Stabilizers,Weißenburg,"Kirlin, Hamill and Dickinson Pharma Plc",1846310.0
1721,Antimalarial,Gladbeck,Jakubowski Inc Pharmacy,1844735.0
3886,Mood Stabilizers,Deggendorf,Dach PLC ,1843124.0
3018,Antiseptics,Annaberg-Buchholz,"Herman, Rice and Rippin Pharm",1842512.0
2287,Antipiretics,Bad Reichenhall,Gleason PLC Pharma Plc,1841267.0
2012,Antimalarial,Pfaffenhofen,Armstrong Inc Pharm,1839500.0
3667,Antiseptics,Vechta,Zemlak Group Pharm,1839095.0
1698,Antimalarial,Friedrichsdorf,Senger-Kirlin Pharmaceutical Ltd,1838937.0
3887,Mood Stabilizers,Delbrück,"Blick, Pacocha and Schowalter Pharmaceutical Limited",1837594.0
1469,Antibiotics,Wunstorf,Hartmann-Wolf Pharmacy,1837255.0
4041,Mood Stabilizers,Holzminden,Erdman PLC ,1837127.0
2735,Antipiretics,Oer-Erkenschwick,"Roob, Ernser and Kub Pharmaceutical Ltd",1834212.0
795,Antibiotics,Baunatal,"Buckridge, Dach and Carroll Pharmaceutical Ltd",1831516.0
1750,Antimalarial,Gütersloh,"Grimes, Jacobs and Durgan Pharma Plc",1827721.0
213,Analgesics,Geretsried,"Erdman, Senger and Oberbrunner Pharmaceutical Ltd",1827012.0
4375,Mood Stabilizers,Stadthagen,"Gerhold, Mills and Effertz Pharma Plc",1826395.0
1896,Antimalarial,Luckenwalde,Smith Inc Pharm,1824648.0
518,Analgesics,Plauen,Hermiston and Sons Pharmacy,1824438.0
2842,Antipiretics,Schweinfurt,Mraz Group Pharmaceutical Limited,1821623.0
1335,Antibiotics,Schmallenberg,"Steuber, Hills and Botsford Pharma Plc",1821579.0
2361,Antipiretics,Chełm,Kutch-Marks Pharm,1820027.0
169,Analgesics,Erkrath,Friesen Group Pharm,1819226.0
3150,Antiseptics,Dortmund,Turner Ltd Pharmacy,1819044.0
2039,Antimalarial,Radolfzell am Bodensee,Streich PLC Pharm,1818880.0
1791,Antimalarial,Hoyerswerda,Parisian Ltd Pharmacy,1816849.0
3109,Antiseptics,Castrop-Rauxel,"Romaguera, Moen and Hagenes Pharmacy",1816781.0
4044,Mood Stabilizers,Hoyerswerda,Parisian Ltd Pharmacy,1815026.0
448,Analgesics,Nettetal,"Watsica, Larson and Labadie Pharmaceutical Ltd",1814784.0
4319,Mood Stabilizers,Ruda Śląska,"Bernier, Murphy and Rau Pharmaceutical Ltd",1814366.0
2040,Antimalarial,Radom,Breitenberg-Kuhn Pharmacy,1813701.0
24,Analgesics,Bad Dürkheim,"Funk, Ratke and Heaney ",1811380.0
368,Analgesics,Langenfeld,West Group Pharm,1810934.0
4110,Mood Stabilizers,Königs Wusterhausen,Lesch PLC Pharma Plc,1810463.0
3170,Antiseptics,Erftstadt,Doyle-Tillman Pharm,1808075.0
1702,Antimalarial,Fürstenwalde,Fritsch-Hauck Pharm,1807135.0
1609,Antimalarial,Chemnitz,Wehner-Stehr Pharm,1805782.0
1712,Antimalarial,Gelsenkirchen,Keeling LLC Pharmaceutical Limited,1804452.0
3417,Antiseptics,Marktoberdorf,Kozey-Emmerich Pharmacy,1804009.0
911,Antibiotics,Elmshorn,"Reynolds, Jast and Mante Pharm",1803865.0
1773,Antimalarial,Heinsberg,Miller-Satterfield Pharm,1803027.0
3821,Mood Stabilizers,Bingen am Rhein,Welch-Orn Pharmacy,1802327.0
2158,Antimalarial,Uelzen,Fahey-Flatley Pharmaceutical Ltd,1802107.0
50,Analgesics,Bergisch Gladbach,Konopelski-Blick ,1800775.0
1235,Antibiotics,Olching,Schimmel-Waelchi Pharmaceutical Limited,1799526.0
2338,Antipiretics,Brilon,"Gleichner, Bahringer and Morar Pharmacy",1798969.0
2887,Antipiretics,Suhl,Will and Sons Pharmacy,1797946.0
2061,Antimalarial,Rodgau,Schaefer Group Pharmaceutical Ltd,1797549.0
1132,Antibiotics,Leverkusen,Lemke Ltd Pharma Plc,1797450.0
552,Analgesics,Rheinbach,McKenzie-Zemlak Pharm,1797027.0
1823,Antimalarial,Kelkheim (Taunus),"Upton, Abernathy and Goodwin Pharm",1796299.0
1972,Antimalarial,Northeim,"Nitzsche, Effertz and Maggio Pharmaceutical Limited",1792851.0
4452,Mood Stabilizers,Wetzlar,"Bogan, Jacobs and Kris Pharmaceutical Limited",1792713.0
2670,Antipiretics,Meiningen,Friesen Group ,1791986.0
2083,Antimalarial,Sankt Wendel,"Paucek, Keeling and Bruen Pharma Plc",1790976.0
3211,Antiseptics,Geilenkirchen,Tillman Group Pharmaceutical Limited,1790003.0
4049,Mood Stabilizers,Ibbenbüren,"Lebsack, Yost and Heller Pharma Plc",1788677.0
